model,family,benchmark,observed,log_active_params,log_total_params,log_train_tokens,is_closed_source,scale_imputed,release_year_norm,saturation_2026,contamination_resistant,retained_v22,output_space
DeepSeek-R1,DeepSeek,MMLU,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,93,0,1,2
DeepSeek-R1,DeepSeek,ARC_C,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,97,0,1,2
DeepSeek-R1,DeepSeek,GSM8K,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,98,0,1,1
DeepSeek-R1,DeepSeek,HumanEval,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,97,0,1,0
DeepSeek-R1,DeepSeek,MATH,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,95,0,1,0
DeepSeek-R1,DeepSeek,MBPP,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,95,0,1,0
DeepSeek-R1,DeepSeek,MMLU_Pro,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,89,1,0,2
DeepSeek-R1,DeepSeek,BBH,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,92,0,0,1
DeepSeek-R1,DeepSeek,GPQA_Diamond,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,94,1,0,2
DeepSeek-R1,DeepSeek,AIME_2024,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,95,1,0,1
DeepSeek-R1,DeepSeek,LiveCodeBench,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,92,1,0,0
DeepSeek-R1,DeepSeek,IFEval,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.099999999999909,93,0,0,0
DeepSeek-R1-0528,DeepSeek,MMLU,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,93,0,1,2
DeepSeek-R1-0528,DeepSeek,ARC_C,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,97,0,1,2
DeepSeek-R1-0528,DeepSeek,GSM8K,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,98,0,1,1
DeepSeek-R1-0528,DeepSeek,HumanEval,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,97,0,1,0
DeepSeek-R1-0528,DeepSeek,MATH,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,95,0,1,0
DeepSeek-R1-0528,DeepSeek,MBPP,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,95,0,1,0
DeepSeek-R1-0528,DeepSeek,MMLU_Pro,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,89,1,0,2
DeepSeek-R1-0528,DeepSeek,BBH,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,92,0,0,1
DeepSeek-R1-0528,DeepSeek,GPQA_Diamond,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,94,1,0,2
DeepSeek-R1-0528,DeepSeek,AIME_2024,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,95,1,0,1
DeepSeek-R1-0528,DeepSeek,LiveCodeBench,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,92,1,0,0
DeepSeek-R1-0528,DeepSeek,IFEval,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,3.4200000000000728,93,0,0,0
DeepSeek-V3,DeepSeek,MMLU,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,93,0,1,2
DeepSeek-V3,DeepSeek,ARC_C,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,97,0,1,2
DeepSeek-V3,DeepSeek,GSM8K,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,98,0,1,1
DeepSeek-V3,DeepSeek,HumanEval,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,97,0,1,0
DeepSeek-V3,DeepSeek,MATH,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,0,1,0
DeepSeek-V3,DeepSeek,MBPP,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,0,1,0
DeepSeek-V3,DeepSeek,MMLU_Pro,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,89,1,0,2
DeepSeek-V3,DeepSeek,BBH,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,92,0,0,1
DeepSeek-V3,DeepSeek,GPQA_Diamond,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,94,1,0,2
DeepSeek-V3,DeepSeek,AIME_2024,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,1,0,1
DeepSeek-V3,DeepSeek,LiveCodeBench,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,92,1,0,0
DeepSeek-V3,DeepSeek,IFEval,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,93,0,0,0
DeepSeek-V3-Base,DeepSeek,MMLU,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,93,0,1,2
DeepSeek-V3-Base,DeepSeek,ARC_C,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,97,0,1,2
DeepSeek-V3-Base,DeepSeek,GSM8K,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,98,0,1,1
DeepSeek-V3-Base,DeepSeek,HumanEval,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,97,0,1,0
DeepSeek-V3-Base,DeepSeek,MATH,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,0,1,0
DeepSeek-V3-Base,DeepSeek,MBPP,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,0,1,0
DeepSeek-V3-Base,DeepSeek,MMLU_Pro,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,89,1,0,2
DeepSeek-V3-Base,DeepSeek,BBH,1,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,92,0,0,1
DeepSeek-V3-Base,DeepSeek,GPQA_Diamond,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,94,1,0,2
DeepSeek-V3-Base,DeepSeek,AIME_2024,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,95,1,0,1
DeepSeek-V3-Base,DeepSeek,LiveCodeBench,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,92,1,0,0
DeepSeek-V3-Base,DeepSeek,IFEval,0,3.6109179126442243,6.508769136971682,9.602382459752207,0.0,0,2.9500000000000455,93,0,0,0
GPT-4o,GPT4,MMLU,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,93,0,1,2
GPT-4o,GPT4,ARC_C,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,97,0,1,2
GPT-4o,GPT4,GSM8K,0,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,98,0,1,1
GPT-4o,GPT4,HumanEval,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,97,0,1,0
GPT-4o,GPT4,MATH,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,95,0,1,0
GPT-4o,GPT4,MBPP,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,95,0,1,0
GPT-4o,GPT4,MMLU_Pro,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,89,1,0,2
GPT-4o,GPT4,BBH,0,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,92,0,0,1
GPT-4o,GPT4,GPQA_Diamond,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,94,1,0,2
GPT-4o,GPT4,AIME_2024,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,95,1,0,1
GPT-4o,GPT4,LiveCodeBench,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,92,1,0,0
GPT-4o,GPT4,IFEval,1,5.298317366548036,5.298317366548036,9.615805480084347,1.0,1,2.400000000000091,93,0,0,0
Gemini-2.5-Flash,Gemini,MMLU,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,93,0,1,2
Gemini-2.5-Flash,Gemini,ARC_C,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,97,0,1,2
Gemini-2.5-Flash,Gemini,GSM8K,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,98,0,1,1
Gemini-2.5-Flash,Gemini,HumanEval,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,97,0,1,0
Gemini-2.5-Flash,Gemini,MATH,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,95,0,1,0
Gemini-2.5-Flash,Gemini,MBPP,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,95,0,1,0
Gemini-2.5-Flash,Gemini,MMLU_Pro,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,89,1,0,2
Gemini-2.5-Flash,Gemini,BBH,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,92,0,0,1
Gemini-2.5-Flash,Gemini,GPQA_Diamond,1,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,94,1,0,2
Gemini-2.5-Flash,Gemini,AIME_2024,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,95,1,0,1
Gemini-2.5-Flash,Gemini,LiveCodeBench,1,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,92,1,0,0
Gemini-2.5-Flash,Gemini,IFEval,0,4.248495242049359,5.991464547107982,9.903487552536127,1.0,1,3.4500000000000455,93,0,0,0
Gemini-2.5-Pro,Gemini,MMLU,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,93,0,1,2
Gemini-2.5-Pro,Gemini,ARC_C,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,97,0,1,2
Gemini-2.5-Pro,Gemini,GSM8K,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,98,0,1,1
Gemini-2.5-Pro,Gemini,HumanEval,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,97,0,1,0
Gemini-2.5-Pro,Gemini,MATH,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,95,0,1,0
Gemini-2.5-Pro,Gemini,MBPP,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,95,0,1,0
Gemini-2.5-Pro,Gemini,MMLU_Pro,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,89,1,0,2
Gemini-2.5-Pro,Gemini,BBH,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,92,0,0,1
Gemini-2.5-Pro,Gemini,GPQA_Diamond,1,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,94,1,0,2
Gemini-2.5-Pro,Gemini,AIME_2024,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,95,1,0,1
Gemini-2.5-Pro,Gemini,LiveCodeBench,1,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,92,1,0,0
Gemini-2.5-Pro,Gemini,IFEval,0,5.991464547107982,5.991464547107982,9.903487552536127,1.0,1,3.3299999999999272,93,0,0,0
Gemini-3-Pro,Gemini,MMLU,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,93,0,1,2
Gemini-3-Pro,Gemini,ARC_C,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,97,0,1,2
Gemini-3-Pro,Gemini,GSM8K,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,98,0,1,1
Gemini-3-Pro,Gemini,HumanEval,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,97,0,1,0
Gemini-3-Pro,Gemini,MATH,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,95,0,1,0
Gemini-3-Pro,Gemini,MBPP,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,95,0,1,0
Gemini-3-Pro,Gemini,MMLU_Pro,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,89,1,0,2
Gemini-3-Pro,Gemini,BBH,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,92,0,0,1
Gemini-3-Pro,Gemini,GPQA_Diamond,1,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,94,1,0,2
Gemini-3-Pro,Gemini,AIME_2024,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,95,1,0,1
Gemini-3-Pro,Gemini,LiveCodeBench,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,92,1,0,0
Gemini-3-Pro,Gemini,IFEval,0,6.214608098422191,7.090076835776092,10.308952660644293,1.0,1,3.880000000000109,93,0,0,0
Gemini-3.1-Pro,Gemini,MMLU,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,93,0,1,2
Gemini-3.1-Pro,Gemini,ARC_C,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,97,0,1,2
Gemini-3.1-Pro,Gemini,GSM8K,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,98,0,1,1
Gemini-3.1-Pro,Gemini,HumanEval,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,97,0,1,0
Gemini-3.1-Pro,Gemini,MATH,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,95,0,1,0
Gemini-3.1-Pro,Gemini,MBPP,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,95,0,1,0
Gemini-3.1-Pro,Gemini,MMLU_Pro,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,89,1,0,2
Gemini-3.1-Pro,Gemini,BBH,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,92,0,0,1
Gemini-3.1-Pro,Gemini,GPQA_Diamond,1,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,94,1,0,2
Gemini-3.1-Pro,Gemini,AIME_2024,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,95,1,0,1
Gemini-3.1-Pro,Gemini,LiveCodeBench,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,92,1,0,0
Gemini-3.1-Pro,Gemini,IFEval,0,6.309918278226516,7.24422751560335,10.373491181781864,1.0,1,4.1400000000001,93,0,0,0
Gemma-3-12B-Base,Gemma,MMLU,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,93,0,1,2
Gemma-3-12B-Base,Gemma,ARC_C,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,97,0,1,2
Gemma-3-12B-Base,Gemma,GSM8K,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,98,0,1,1
Gemma-3-12B-Base,Gemma,HumanEval,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,97,0,1,0
Gemma-3-12B-Base,Gemma,MATH,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,95,0,1,0
Gemma-3-12B-Base,Gemma,MBPP,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,95,0,1,0
Gemma-3-12B-Base,Gemma,MMLU_Pro,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,89,1,0,2
Gemma-3-12B-Base,Gemma,BBH,0,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,92,0,0,1
Gemma-3-12B-Base,Gemma,GPQA_Diamond,1,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,94,1,0,2
Gemma-3-12B-Base,Gemma,AIME_2024,0,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,95,1,0,1
Gemma-3-12B-Base,Gemma,LiveCodeBench,0,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,92,1,0,0
Gemma-3-12B-Base,Gemma,IFEval,0,2.4849066497880004,2.4849066497880004,9.392661928770137,0.0,0,3.25,93,0,0,0
Gemma-3-27B-Base,Gemma,MMLU,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,93,0,1,2
Gemma-3-27B-Base,Gemma,ARC_C,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,97,0,1,2
Gemma-3-27B-Base,Gemma,GSM8K,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,98,0,1,1
Gemma-3-27B-Base,Gemma,HumanEval,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,97,0,1,0
Gemma-3-27B-Base,Gemma,MATH,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,0,1,0
Gemma-3-27B-Base,Gemma,MBPP,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,0,1,0
Gemma-3-27B-Base,Gemma,MMLU_Pro,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,89,1,0,2
Gemma-3-27B-Base,Gemma,BBH,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,92,0,0,1
Gemma-3-27B-Base,Gemma,GPQA_Diamond,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,94,1,0,2
Gemma-3-27B-Base,Gemma,AIME_2024,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,1,0,1
Gemma-3-27B-Base,Gemma,LiveCodeBench,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,92,1,0,0
Gemma-3-27B-Base,Gemma,IFEval,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,93,0,0,0
Gemma-3-27B-IT,Gemma,MMLU,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,93,0,1,2
Gemma-3-27B-IT,Gemma,ARC_C,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,97,0,1,2
Gemma-3-27B-IT,Gemma,GSM8K,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,98,0,1,1
Gemma-3-27B-IT,Gemma,HumanEval,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,97,0,1,0
Gemma-3-27B-IT,Gemma,MATH,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,0,1,0
Gemma-3-27B-IT,Gemma,MBPP,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,0,1,0
Gemma-3-27B-IT,Gemma,MMLU_Pro,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,89,1,0,2
Gemma-3-27B-IT,Gemma,BBH,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,92,0,0,1
Gemma-3-27B-IT,Gemma,GPQA_Diamond,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,94,1,0,2
Gemma-3-27B-IT,Gemma,AIME_2024,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,95,1,0,1
Gemma-3-27B-IT,Gemma,LiveCodeBench,0,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,92,1,0,0
Gemma-3-27B-IT,Gemma,IFEval,1,3.295836866004329,3.295836866004329,9.546812608597396,0.0,0,3.25,93,0,0,0
Gemma-3-4B-Base,Gemma,MMLU,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,93,0,1,2
Gemma-3-4B-Base,Gemma,ARC_C,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,97,0,1,2
Gemma-3-4B-Base,Gemma,GSM8K,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,98,0,1,1
Gemma-3-4B-Base,Gemma,HumanEval,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,97,0,1,0
Gemma-3-4B-Base,Gemma,MATH,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,95,0,1,0
Gemma-3-4B-Base,Gemma,MBPP,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,95,0,1,0
Gemma-3-4B-Base,Gemma,MMLU_Pro,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,89,1,0,2
Gemma-3-4B-Base,Gemma,BBH,0,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,92,0,0,1
Gemma-3-4B-Base,Gemma,GPQA_Diamond,1,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,94,1,0,2
Gemma-3-4B-Base,Gemma,AIME_2024,0,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,95,1,0,1
Gemma-3-4B-Base,Gemma,LiveCodeBench,0,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,92,1,0,0
Gemma-3-4B-Base,Gemma,IFEval,0,1.3862943611198906,1.3862943611198906,8.294049640102028,0.0,0,3.25,93,0,0,0
Llama-2-70B,Llama2,MMLU,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,93,0,1,2
Llama-2-70B,Llama2,ARC_C,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,97,0,1,2
Llama-2-70B,Llama2,GSM8K,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,98,0,1,1
Llama-2-70B,Llama2,HumanEval,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,97,0,1,0
Llama-2-70B,Llama2,MATH,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,95,0,1,0
Llama-2-70B,Llama2,MBPP,1,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,95,0,1,0
Llama-2-70B,Llama2,MMLU_Pro,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,89,1,0,2
Llama-2-70B,Llama2,BBH,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,92,0,0,1
Llama-2-70B,Llama2,GPQA_Diamond,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,94,1,0,2
Llama-2-70B,Llama2,AIME_2024,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,95,1,0,1
Llama-2-70B,Llama2,LiveCodeBench,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,92,1,0,0
Llama-2-70B,Llama2,IFEval,0,4.248495242049359,4.248495242049359,7.600902459542082,0.0,0,1.5,93,0,0,0
Llama-2-7B,Llama2,MMLU,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,93,0,1,2
Llama-2-7B,Llama2,ARC_C,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,97,0,1,2
Llama-2-7B,Llama2,GSM8K,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,98,0,1,1
Llama-2-7B,Llama2,HumanEval,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,97,0,1,0
Llama-2-7B,Llama2,MATH,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,95,0,1,0
Llama-2-7B,Llama2,MBPP,1,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,95,0,1,0
Llama-2-7B,Llama2,MMLU_Pro,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,89,1,0,2
Llama-2-7B,Llama2,BBH,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,92,0,0,1
Llama-2-7B,Llama2,GPQA_Diamond,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,94,1,0,2
Llama-2-7B,Llama2,AIME_2024,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,95,1,0,1
Llama-2-7B,Llama2,LiveCodeBench,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,92,1,0,0
Llama-2-7B,Llama2,IFEval,0,1.9459101490553132,1.9459101490553132,7.600902459542082,0.0,0,1.5,93,0,0,0
Llama-3.1-405B,Llama3,MMLU,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,93,0,1,2
Llama-3.1-405B,Llama3,ARC_C,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,97,0,1,2
Llama-3.1-405B,Llama3,GSM8K,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,98,0,1,1
Llama-3.1-405B,Llama3,HumanEval,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,97,0,1,0
Llama-3.1-405B,Llama3,MATH,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,95,0,1,0
Llama-3.1-405B,Llama3,MBPP,1,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,95,0,1,0
Llama-3.1-405B,Llama3,MMLU_Pro,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,89,1,0,2
Llama-3.1-405B,Llama3,BBH,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,92,0,0,1
Llama-3.1-405B,Llama3,GPQA_Diamond,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,94,1,0,2
Llama-3.1-405B,Llama3,AIME_2024,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,95,1,0,1
Llama-3.1-405B,Llama3,LiveCodeBench,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,92,1,0,0
Llama-3.1-405B,Llama3,IFEval,0,6.003887067106539,6.003887067106539,9.655026193237628,0.0,0,2.5,93,0,0,0
Llama-3.1-70B,Llama3,MMLU,1,4.248495242049359,4.248495242049359,9.615805480084347,0.0,0,2.5,93,0,1,2
Llama-3.1-70B,Llama3,ARC_C,1,4.248495242049359,4.248495242049359,9.615805480084347,0.0,0,2.5,97,0,1,2
Llama-3.1-70B,Llama3,GSM8K,1,4.248495242049359,4.248495242049359,9.615805480084347,0.0,0,2.5,98,0,1,1
Llama-3.1-70B,Llama3,HumanEval,1,4.248495242049359,4.248495242049359,9.615805480084347,0.0,0,2.5,97,0,1,0
Llama-3.1-70B,Llama3,MATH,1,4.248495242049359,4.248495242049359,9.615805480084347,0.0,0,2.5,95,0,1,0
