n,weighted_mae,weighted_rmse,weighted_bias,median_abs_error,p90_abs_error,p95_abs_error,weighted_r2,pearson_pred_actual,spearman_pred_actual,calibration_intercept_actual_on_pred,calibration_slope_actual_on_pred,shapiro_w,shapiro_p
250,9.282451127691752,12.685181618462249,-1.7810555076011865,6.942524849228889,20.372567565897313,24.437192831764783,0.6387454059219881,0.8086167502711102,0.8077580030064395,5.638055872642191,0.8926363723391636,0.9579313942684213,1.1349354839758379e-06
